0,1,2,3,4,5,6,7,8
A3934,GREAT LAKES CASTINGS LLC,800 N. WASHINGTON AVE.,LUDINGTON,"49431
MASON","View
View",,,
B5243,HARSCO RAIL,200 S JACKSON RD,LUDINGTON,"49431
MASON",View,,,
EN5300004,LAKESHORE CLEANERS,5732 W US 10,LUDINGTON,"49431
MASON",View,,,
N4975,MICHIGAN POWER LIMITED PARTNERSHIP,5795 6TH STREET,LUDINGTON,"49431
MASON","View
View",,,
B1846,OCCIDENTAL CHEMICAL CORPORATION,1600 S. MADISON ST.,LUDINGTON,"49431
MASON","View
View",,,
N7825,OMIMEX ENERGY - VICTORY 32 FACILITY,3370 W. FISHER ROAD,LUDINGTON,"49431
MASON",View,View,,
B1851,RIETH RILEY CONSTRUCTION CO INC,5621 E FIRST STREET,LUDINGTON,"49431
MASON",View,,,
P0352,SARGENT SAND COMPANY,7690 M-116,LUDINGTON,"49431
MASON",,View,,
B5235,STRAITS STEEL & WIRE,902 N ROWE,LUDINGTON,"49431
MASON",View,,,
N2313,TOWNS BROS CONSTRUCTION,830 S PERE MARQUETTE HWY,LUDINGTON,"49431
MASON",View,View,,
N1765,WAGAR MOTOR SALES,2086 US-27 SOUTH,GAYLORD,"49435
OTSEGO",View,,,
N7147,"DEWITT BARRELS, INC",1125 COMSTOCK STREET,MARNE,"49435
OTTAWA",View,,,
N1110,TADD INDUSTRIES INC.,1239 COMSTOCK ST.,MARNE,"49435
OTTAWA",View,,,
P0360,SUPERIOR ENVIRONMENTAL CORPORATION - AUNT MILLIE'S,5331 WEST MICHIGAN AVENUE,YPSILANTI,"49435
WASHTENAW",View,,,
B1925,"ALUDYNE MONTAGUE, LLC",5353 WILCOX ST.,MONTAGUE,"49437
MUSKEGON",View,View,,
,,EGLE Air Quality Division Source Master List Sorted By ZIP Code,,,,,,
Source ID,Company,Address,City,ZIP Code County,Other* ROP,PTI,,
B1914,CHEMOURS,6270 WILKES RD,MONTAGUE,"49437
MUSKEGON",View,View,,
U611707419 FRANKLIN HOUSE,,8721 FERRY STREET,MONTAGUE,"49437
MUSKEGON",View,,,
N3079,INTERNATIONAL MASTERTAG,9350 WALSH RD,MONTAGUE,"49437
MUSKEGON",View,View,,
P1173,OMIMEX ENERGY - WHITE RIVER PRODUCTION LLC,11165 CHASE ROAD,MONTAGUE,"49437
MUSKEGON",View,,,
N0277,SHELLCAST INC,5230 INDUSTRIAL PARK DR,MONTAGUE,"49437
MUSKEGON",View,,,
B5169,WHITEHALL PRODUCTS LTD,8786 WATER ST,MONTAGUE,"49437
MUSKEGON",View,View,,
B1915,PADNOS SHORELINE RECYCLING CENTER,259 OTTAWA ST,MUSKEGON,"49440
MUSKEGON",View,,,
B6598,PORT CITY PAINTS INC,1250 NINTH,MUSKEGON,"49440
MUSKEGON",View,,,
A4315,CANNON MUSKEGON CORP,2875 LINCOLN ST,MUSKEGON,"49441
MUSKEGON",View,View,,
A4184,COLES QUALITY FOODS INC,1188 LAKESHORE DR,MUSKEGON,"49441
MUSKEGON",View,,,
B1909,CWC TEXTRON,1085 W. SHERMAN BLVD,MUSKEGON,"49441
MUSKEGON","View
View",,,
N5471,DYNAMIC FINISHING II LLC.,823B  W WESTERN,MUSKEGON,"49441
MUSKEGON",View,,,
U611611944 FORMER ANACONDA WIRE AND CABLE,,1133 W. WESTERN AVE,MUSKEGON,"49441
MUSKEGON",View,,,
B6635,GREAT LAKES DIE CAST CORP.,1806 BEIDLER,MUSKEGON,"49441
MUSKEGON",View,,,
N3633,HARBOR STEEL AND SUPPLY,1060 JUDSON RD,MUSKEGON,"49441
MUSKEGON",View,,,
N5995,INDUSTRIAL METAL CLEANING,1165 N GATEWAY BLVD,MUSKEGON,"49441
MUSKEGON",View,View,,
F7434,JONES ELECTRIC CO.,1965 SANFORD ST.,MUSKEGON,"49441
MUSKEGON",View,View,,
N7764,"M. ARGUESO & CO., INC. (DBA PARAMELT)",2817 MCCRACKEN ST,MUSKEGON,"49441
MUSKEGON",View,View,,
A4265,"MICHIGAN SPRING AND STAMPING OF MUSKEGON, LLC",2700 WICKHAM DR,MUSKEGON,"49441
MUSKEGON",View,,,
B1929,"MICHIGAN STEEL, INC.",1148 W.  WESTERN AVE,MUSKEGON,"49441
MUSKEGON",View,,,
B5022,"MUSKEGON COMPOSITES (DBA GMI COMPOSITES, INC.)",1355 W SHERMAN BLVD,MUSKEGON,"49441
MUSKEGON",View,View,,
N6561,NON FERROUS CAST ALLOYS INC,1146 N GATEWAY BOULEVARD,MUSKEGON,"49441
MUSKEGON",View,View,,
B1897,NUGENT SAND CO INC,2925 LINCOLN ST,MUSKEGON,"49441
MUSKEGON",View,,,
B4216,"NUPAK SOLUTIONS,  INC.",2850 LINCOLN,MUSKEGON,"49441
MUSKEGON",View,,,
U611600328 RESIDENCE,,1254 5TH ST,MUSKEGON,"49441
MUSKEGON",View,,,
A4298,SRS FIBERGLASS PRODUCTS,331 W LAKETON AVE,MUSKEGON,"49441
MUSKEGON",View,,,
N3057,STRUCTURAL CONCEPTS CORP,888 EAST PORTER RD,MUSKEGON,"49441
MUSKEGON",View,View,,
N5541,TECH LINE PRODUCTS,950 W BROADWAY,MUSKEGON,"49441
MUSKEGON",View,,,
N1757,KNOLL INCORPORATED,2800  ESTES ST,NORTON SHORES,"49441
MUSKEGON",View,View,,
N7198,PORT CITY CASTINGS CORPORATION,711 EAST PORTER ROAD,NORTON SHORES,"49441
MUSKEGON",,View,,
N8171,SNOOK INC,6430 NORTON CENTER DR,NORTON SHORES,"49441
MUSKEGON",View,,,
N8091,SPEEDWAY SUPERAMERICA (REM SITE SSA 6303),6582 GRAND HAVEN RD,NORTON SHORES,"49441
MUSKEGON",,View,,
N8320,SPEEDWAY SUPERAMERICA LLC-STORE 6297,2797 HENRY ST,ROOSEVLT PARK,"49441
MUSKEGON",,View,,
B6528,ADAC AUTOMOTIVE MUSKEGON PLANTS,2050 PORT CITY BLVD AND,MUSKEGON,"49442
MUSKEGON",View,View,,
N8169,ADMIRAL PETROLEUM,11 E MUSKEGON,MUSKEGON,"49442
MUSKEGON",,View,,
N7888,ALLOY RESOURCE CORPORATION,2281 PORT CITY BLVD,MUSKEGON,"49442
MUSKEGON",View,View,,
N1933,ANIMAL CLINIC OF MUSKEGON,2007 APPLE AVE,MUSKEGON,"49442
MUSKEGON",View,,,
U611905005 APPARELMASTER BLUE RIBBON & MAT,,341 EAST APPLE AVENUE,MUSKEGON,"49442
MUSKEGON",View,,,
B7870,EAGLE ALLOY INC,5142 EVANSTON AVE,MUSKEGON,"49442
MUSKEGON",View,View,,
P0319,EAGLE ALUMINUM CAST PRODUCTS INC.,2134 NORTHWOODS DRIVE,MUSKEGON,"49442
MUSKEGON",View,View,,
M0830,FLEET ENGINEERS INC,1800 E KEATING,MUSKEGON,"49442
MUSKEGON",View,,,
B4303,HONEYWELL INTERNATIONAL  (BURDICK & JACKSON),1953 SOUTH HARVEY STREET,MUSKEGON,"49442
MUSKEGON",View,View,,
A4332,HY LIFT  L L C,1185 E KEATING AVE,MUSKEGON,"49442
MUSKEGON",View,,,
U611602077,LAKESHORE RV CENTER,4500 E. APPLE AVE,MUSKEGON,"49442
MUSKEGON",View,,,
A4285,LORIN INDUSTRIES,1960 S ROBERTS ST,MUSKEGON,"49442
MUSKEGON",View,,,
P0625,MDOC-MUSKEGON COMPLEX,2400 S. SHERIDAN DRIVE,MUSKEGON,"49442
MUSKEGON",View,View,,
F8375,MERCY HEALTH HACKLEY CAMPUS,1700 CLINTON ST,MUSKEGON,"49442
MUSKEGON",View,,,
N7978,MUSKEGON WASTEWATER MANAGE,634 OTTAWA AVE,MUSKEGON,"49442
MUSKEGON",,View,,
N5522,PORT CITY DIE CAST,1985 E. LAKETON AVENUE,MUSKEGON,"49442
MUSKEGON",View,View,,
B7175,PORT CITY DIECAST COMPANY,2121 LATIMER DR,MUSKEGON,"49442
MUSKEGON",,View,,
B1912,RENK AMERICA,76  GETTY STREET,MUSKEGON,"49442
MUSKEGON",View,View,,
B4300,"SAF-HOLLAND, INC.",1950 INDUSTRIAL BOULEVARD,MUSKEGON,"49442
MUSKEGON",View,View,,
U611805164 SCHERDEL,,3440 EAST LAKETON AVENUE,MUSKEGON,"49442
MUSKEGON",View,,,
B5966,SUN CHEMICAL CORP,4925 EVANSTON AVE,MUSKEGON,"49442
MUSKEGON",View,View,,
M0880,SUNRISE MEMORIAL GARDENS,2188 INDUSTRIAL BLVD,MUSKEGON,"49442
MUSKEGON",View,,,
P0600,SYTSEMA CREMATION SERVICES,773 E APPLE AVENUE,MUSKEGON,"49442
MUSKEGON",View,View,,
N5330,THE GRIFFON INC,820 BROTON RD,MUSKEGON,"49442
MUSKEGON",View,View,,
N7207,THE PORT CITY GROUP- MUSKEGON CASTINGS CORPORATION,2325 S. SHERIDAN ROAD,MUSKEGON,"49442
MUSKEGON",,View,,
N5087,TRI-STATE ALUMINUM CASTING CO LLC,1060 EAST KEATING,MUSKEGON,"49442
MUSKEGON",View,View,,
M4227,WEST MICHIGAN CREMATORY,1600 CRESTON ST,MUSKEGON,"49442
MUSKEGON",View,View,,
N0654,C W MARSH CO,1385 HUDSON ST,MUSKEGON,"49443
MUSKEGON",View,,,
N2193,DOBB PRINTING,2431 SOUTH HARVEY STREET,MUSKEGON,"49443
MUSKEGON",View,,,
A4238,EAGLE ALUMINUM CAST PRODUCTS,664 W CLAY,MUSKEGON,"49443
MUSKEGON",View,View,,
A4279,KAYDON BEARING CO,2860 MC CRACKEN,MUSKEGON,"49443
MUSKEGON",View,View,,
M0037,MERCY HEALTH,1500 E SHERMAN BLVD,MUSKEGON,"49443
MUSKEGON",View,View,,
B4302,"AMERICAN CHEMICAL SOLUTIONS, LLC",2406 ROBERTS STREET,MUSKEGON,"49444
MUSKEGON",View,View,,
A4227,AMERICAN GREASE STICK CO,2651 HOYT,MUSKEGON,"49444
MUSKEGON",View,,,
B1893,"ASPHALT PAVING, INC",1000 E SHERMAN BLVD,MUSKEGON,"49444
MUSKEGON",View,,,
N6263,"CHEMTEC SYSTEMS, INC.",476 W SHERMAN,MUSKEGON,"49444
MUSKEGON",View,,,
B7101,GREAT LAKES FINISHING,510 W HACKLEY AVE,MUSKEGON,"49444
MUSKEGON",View,,,
B1922,KNOLL,921 WEST WESTERN,MUSKEGON,"49444
MUSKEGON",View,,,
P0826,METAL FINISHING TECHNOLOGY,2652 HOYT STREET,MUSKEGON,"49444
MUSKEGON",View,,,
U611612130 METAL FINISHING TECHNOLOGY,,2652 HOYT STREET,MUSKEGON,"49444
MUSKEGON",View,,,
P0542,PORT CITY ARCHITECTURAL SIGNAGE,2350 SOUTH GETTY STREET,MUSKEGON,"49444
MUSKEGON",View,,,
U611606280 RESIDENCE,,"2121, 2201 SANFORD ST",MUSKEGON,"49444
MUSKEGON",View,,,
U611606733 RESIDENCE,,2828 BAKER STREET,MUSKEGON,"49444
MUSKEGON",View,,,
U611606734 RESIDENCE,,2916 BAKER ST,MUSKEGON,"49444
MUSKEGON",View,,,
U612103088 MAINTENANCE SERVICES MEDIA BLASTING,,349 W. HOVEY,MUSKEGON HEIGHTS,"49444
MUSKEGON",View,,,
U611804408 RESIDENCE,,2933 JEFFERSON ST,MUSKEGON HEIGHTS,"49444
MUSKEGON",View,,,
U611805073 RESIDENCE,,3019 PECK,MUSKEGON HEIGHTS,"49444
MUSKEGON",View,,,
N7894,BEVERAGE PARTS SOURCE LLC,2701 MCILWRAITH,MUSKEGON HTS,"49444
MUSKEGON",View,View,,
N7714,CENTURY FOUNDRY,2524 PARK ST,MUSKEGON HTS,"49444
MUSKEGON",View,View,,
N7027,CENTURY FOUNDRY INC,339 W HOVEY,MUSKEGON HTS,"49444
MUSKEGON",View,View,,
,,EGLE Air Quality Division Source Master List Sorted By ZIP Code,,,,,,
Source ID,Company,Address,City,ZIP Code County,Other* ROP,PTI,,
A4302,"MAHLE ENGINE COMPONENTS USA, INC.",2020 SANFORD STREET,MUSKEGON HTS,"49444
MUSKEGON","View
View",,,
N7554,PHOENIX CREMATION SERVICES,525 WEST HUME AVE.,MUSKEGON HTS,"49444
MUSKEGON",View,View,,
B5194,QUALITY PLATING CO,2712 MCILWRAITH STREET,MUSKEGON HTS,"49444
MUSKEGON",View,,,
N1952,WEBB CHEMICAL SERVICE CORP,2708 JARMAN ST,MUSKEGON HTS,"49444
MUSKEGON",View,View,,
N7986,OTT/STORY/CORDOVA CHEMICAL CO,500 AGARD RD,N MUSKEGON,"49444
MUSKEGON",,View,,
P0906,KRO-PRO,1004 EAST BROADWAY AVENU,NORTON SHORES,"49444
MUSKEGON",View,,,
B2836,B. C. COBB PLANT,151 N. CAUSEWAY,MUSKEGON,"49445
MUSKEGON",View,,,
B6643,BASF CORPORATION,1740  WHITEHALL RD,MUSKEGON,"49445
MUSKEGON",View,View,,
N5086,R J WOODWORKING,3108 WHITEHALL RD,MUSKEGON,"49445
MUSKEGON",View,,,
P0630,BLARNEY CASTLE OIL CO. - NORTH MUSKEGON,1390 WHITEHALL ROAD,N MUSKEGON,"49445
MUSKEGON",,View,,
B9072,MPLX TERMINALS LLC - NORTH MUSKEGON TERMINAL,3005 HOLTON RD,N MUSKEGON,"49445
MUSKEGON",View,View,,
N7270,"NUGENT SAND CO., INC.",4912 RUSSELL RD.,TWIN LAKE,"49445
MUSKEGON",View,View,,
A5711,"BURNETTE FOODS, INC",4856 FIRST ST,NEW ERA,"49446
OCEANA",,View,,
N2096,OMIMEX ENERGY- CLAYBANKS 2 FACILITY,5954 W. ARTHUR ROAD,NEW ERA,"49446
OCEANA",View,View,,
P0688,EASTERN UPPER PENINSULA CREMATORY,"24549 S. M-129, UNIT C",PICKFORD,"49447
CHIPPEWA",View,View,,
P0876,GRAND MARINA,15078 120TH AVENUE,NUNICA,"49448
OTTAWA",View,,,
N1226,INTECO INC,5967 MAPLE ISLAND RD,NUNICA,"49448
MUSKEGON",View,,,
N6798,MAGNUM COFFEE ROASTERY,1 JAVA BLVD,NUNICA,"49448
OTTAWA",View,,,
N8156,FRANK ADAMS,9109 N 72ND AVE,PENTWATER,"49449
OCEANA",,View,,
N7776,OOMEN FARMS LTD,6503 STILES RD,PENTWATER,"49449
MASON",View,View,,
N3286,"PENTWATER WIRE PRODUCTS, INC.",474  CARROLL ST.,PENTWATER,"49449
OCEANA",View,,,
N5866,"METAL TECHNOLOGIES, INC., RAVENNA DUCTILE IRON",3800 ADAMS ROAD,RAVENNA,"49451
MUSKEGON","View
View",,,
N6011,MUSKEGON COUNTY SOLID WASTE FACILITY,9366 APPLE AVE,RAVENNA,"49451
MUSKEGON","View
View",,,
A4216,ROGERS PRINTING INC,3350 MAIN ST,RAVENNA,"49451
MUSKEGON",View,View,,
U611910253 SWANSON PICKLE CO.,,11561 HEIGHTS RAVENNA RD.,RAVENNA,"49451
MUSKEGON",View,,,
B1961,BARBER STEEL FOUNDRY CORPORATION,2625  WINSTON RD.,ROTHBURY,"49452
OCEANA",View,View,,
P0718,AGRI-SCIENCE TECHNOLOGIES,6135 BLUE STAR HIGHWAY,SAUGATUCK,"49453
ALLEGAN",,View,,
N2951,EMRO MARKETING-SPEEDWAY #6262,130 STATE STREET,SCOTTVILLE,"49454
MASON",View,,,
P1132,"RJG STONE & SAND, LLC",1105 ARLOA DRIVE,GREENVILLE,"49455
MONTCALM",,View,,
P0019,COUNTY OF OCEANA,2185 W. BASELINE RD.,SHELBY,"49455
OCEANA",View,View,,
G5552,LAKESHORE COMMUNITY HOSPITAL,72 S STATE ST,SHELBY,"49455
OCEANA",View,,,
P0059,SILVER STREET INC,892 INDUSTRIAL PARK DR,SHELBY,"49455
OCEANA",View,View,,
N8204,BOLD COMPANIES,2291 OLTHOFF DR AND 2086 SHERMAN,MUSKEGON,"49456
MUSKEGON",View,View,,
N6578,ALMOND PRODUCTS INC,17150 148TH AVE,SPRING LAKE,"49456
OTTAWA",View,View,,
N6441,BENNETT PUMP COMPANY,1218 PONTALUNA RD,SPRING LAKE,"49456
MUSKEGON",View,,,
N0864,HERMAN MILLER SPRING LAKE CAMPUS - 171ST & HICKORY,18558 171ST AVE.,SPRING LAKE,"49456
OTTAWA",View,,,
EN7000005,"PLANTENGA'S CLEANERS, INC.",217 W SAVIDGE ST,SPRING LAKE,"49456
OTTAWA",View,,,
U701601019 RESIDENCE,,16564 148TH AVE,SPRING LAKE,"49456
OTTAWA",View,,,
P0219,SEAL BOND,14851 MICHAEL LANE,SPRING LAKE,"49456
OTTAWA",View,View,,
N1627,TURBO COMPONENTS INC,16960 148TH AVE,SPRING LAKE,"49456
OTTAWA",View,View,,
P0193,"FIXTURE FINDERS, LLC",345 32ND ST SW,WYOMING,"49458
KENT",View,View,,
N7474,VALLEY VIEW PORK,MAPLE ISLAND ROAD SECT 36 COLFAX TWP,WALKERVILLE,"49459
OCEANA",View,,,
N7475,VALLEY VIEW PORK,MAPLE ISLAND RD SECTION 25 COLFAX TWP.,WALKERVILLE,"49459
OCEANA",View,,,
N7674,VALLEY VIEW PORK,SEC 30 MAPLE ISLAND RD,WALKERVILLE,"49459
OCEANA",View,,,
N7675,VALLEY VIEW PORK,SEC 35 200TH AVE,WALKERVILLE,"49459
OCEANA",View,,,
N7680,VALLEY VIEW PORK,COLFAX TWP SEC 35 JACKSON RD,WALKERVILLE,"49459
OCEANA",View,,,
N7681,VALLEY VIEW PORK,LEAVITT TWP MAPLE ISLAND RD,WALKERVILLE,"49459
OCEANA",View,,,
B2835,J. H. CAMPBELL PLANT,17000  CROSWELL,WEST OLIVE,"49460
OTTAWA","View
View",,,
N3408,HILITE INTERNATIONAL,2001 PEACH ST,WHITEHALL,"49461
MUSKEGON",View,,,
B8723,"HOWMET CORPORATION,  HRC AND PLANTS 5 & 10","1500 & 1600 S.  WARNER ST. (HRC, PLT. 5)",WHITEHALL,"49461
MUSKEGON",View,View,,
B1891,"HOWMET CORPORATION, PLANT 4",555 BENSTON ROAD,WHITEHALL,"49461
MUSKEGON",View,View,,
B1889,"HOWMET CORPORATION, PLANTS 1 & 3",ONE MISCO DRIVE,WHITEHALL,"49461
MUSKEGON",View,View,,
P0094,WHITE LAKE EXCAVATING INC,2571 HOLTON WHITEHALL RD,WHITEHALL,"49461
MUSKEGON",,View,,
N6259,WHITEHALL PRODUCTS,1625 WARNER ST,WHITEHALL,"49461
MUSKEGON",View,,,
G6589,BENNETT WOOD SPECIALTIES INC,109 CARLTON ST,ZEELAND,"49464
OTTAWA",View,,,
A5814,"CENTENNIAL COATINGS, LLC",371 N CENTENNIAL,ZEELAND,"49464
OTTAWA",View,View,,
U701607596 CHI,,200 N. FRANKLIN STREET,ZEELAND,"49464
OTTAWA",View,,,
N6521,CONSUMERS ENERGY CO. - ZEELAND GENERATING STATION,425 FAIRVIEW RD.,ZEELAND,"49464
OTTAWA","View
View",,,
U70143217,G.A. RICHARDS GROUP,3334 PRODUCTION CT.,ZEELAND,"49464
OTTAWA",View,,,
N1888,GENTEX CORPORATION,600 N. CENTENNIAL STREET,ZEELAND,"49464
OTTAWA",View,View View,,
U701611202 HENEVELD INDUSTRIAL GROUP,,601 E. ROOSEVELT,ZEELAND,"49464
OTTAWA",View,,,
B6001,"HERMAN MILLER, INC",855 E. MAIN AVE.,ZEELAND,"49464
OTTAWA",View,View,,
N7505,"HIGHPOINT FINISHING SOLUTIONS, INC",541 E. ROOSEVELT,ZEELAND,"49464
OTTAWA",View,View,,
A5937,HOWARD MILLER COMPANY,860 E MAIN ST,ZEELAND,"49464
OTTAWA","View
View",,,
U701611765,INNOTEC,233 W. WASHINGTON,ZEELAND,"49464
OTTAWA",View,,,
N1970,ITW DRAWFORM,500 FAIRVIEW,ZEELAND,"49464
OTTAWA",,View,,
N7660,"JANSSEN FARM HATCHERIES, INC - MAIN FARM",3537 96TH AVE,ZEELAND,"49464
OTTAWA",,View,,
N7662,JANSSEN FARMS HATCHERIES INC. - BREEDERHAVEN,252 N. FRANKLIN ST,ZEELAND,"49464
OTTAWA",,View,,
N7664,JANSSEN FARMS HATCHERIES INC. - MAPLE GROVE,9908 NEW HOLLAND ST,ZEELAND,"49464
OTTAWA",,View,,
N7661,JANSSEN FARMS HATCHERIES INC. - SANDY RIDGE FARM,10224 VAN BUREN ST,ZEELAND,"49464
OTTAWA",,View,,
N7663,JANSSEN FARMS HATCHERIES INC. - WEST FARM,3600 100TH AVE,ZEELAND,"49464
OTTAWA",,View,,
P0745,K & R SERVICES,601 EAST ROOSEVELT,ZEELAND,"49464
OTTAWA",View,,,
A5858,"MEAD JOHNSON & COMPANY, LLC",725 E. MAIN STREET,ZEELAND,"49464
OTTAWA","View
View",,,
P0264,NORTH AMERICAN NATURAL RESOURCES INC.,5615 ADAMS STREET,ZEELAND,"49464
OTTAWA",View,,,
N0824,PLASCORE INC,615 N FAIRVIEW ST,ZEELAND,"49464
OTTAWA",View,View,,
B1986,"RIETH-RILEY CONSTRUCTION CO., INC.",724  EAST WASHINGTON,ZEELAND,"49464
OTTAWA",View,View,,
A5806,THE HILLSHIRE BRANDS COMPANY,8300 96TH AVE,ZEELAND,"49464
OTTAWA",View,View,,
P1211,VAN DER MEULEN'S FINE FINISHERS INC.,"500 EAST WASHINGTON, SUITE 150",ZEELAND,"49464
OTTAWA",View,,,
P1212,VAN ENK WOODCRAFTERS,"500 EAST WASHINGTON STREET, SUITE 50",ZEELAND,"49464
OTTAWA",View,,,
U702104810 VENTURA,,471 EAST ROOSEVELT AVENUE,ZEELAND,"49464
OTTAWA",View,,,
B2817,VERTELLUS ZEELAND LLC,215 N. CENTENNIAL ST.,ZEELAND,"49464
OTTAWA",View,View,,
G6557,WALTERS GARDENS INC,1992 96TH AVE,ZEELAND,"49464
OTTAWA",View,,,
N6006,"WASTE MANAGEMENT OF MICHIGAN, INC. – AUTUMN HILLS",700  56TH AVE.,ZEELAND,"49464
OTTAWA","View
View",,,
,,EGLE Air Quality Division Source Master List Sorted By ZIP Code,,,,,,
Source ID,Company,Address,City,ZIP Code County,Other* ROP,PTI,,
N2547,WOODWARD FST,700 N. CENTENNIAL AVE,ZEELAND,"49464
OTTAWA",View,View,,
P1183,ZEELALND BPW,495 W WASHINGTON AVENUE,ZEELAND,"49464
OTTAWA",,View,,
B7977,ZEELAND BOARD OF PUBLIC WORKS,347 E. WASHINGTON AVE.,ZEELAND,"49464
OTTAWA","View
View",,,
N7506,ZEELAND BOARD OF PUBLIC WORKS,8943 RILEY STREET,ZEELAND,"49464
OTTAWA",View,View,,
P0606,ZEELAND CLEAN WATER PLANT,144 E. LINCOLN AVENUE,ZEELAND,"49464
OTTAWA",,View,,
M4204,"ZEELAND FARM SERVICES, INC.",2468  84TH AVE,ZEELAND,"49464
OTTAWA","View
View",,,
P1118,BACCO CONSTRUCTION COMPANY,15 W COUNTY HIGHWAY 432,GULLIVER,"49480
SCHOOLCRAFT",,View,,
N8270,HEARTHSIDE FOOD SOLUTIONS,2455 OAK INDUSTRIAL DR,GRAND RAPIDS,"49501
KENT",View,View,,
N7082,COATINGS PLUS,675 CHESTNUT SW,GRAND RAPIDS,"49503
KENT",View,,,
B1725,CONTROLLED PLATING TECHNOLOGIES  INC,1100 GODFREY,GRAND RAPIDS,"49503
KENT",View,,,
N7915,CRUTCHALL RESOURCE RECYCLING CO LLC,631 CHESTNUT ST SW,GRAND RAPIDS,"49503
KENT",View,,,
P0151,DIVERSCO CONSTRUCTION CO INC,570 MARKET SW,GRAND RAPIDS,"49503
KENT",View,View,,
U411806317 FORMER SCHOOL/CHURCH,,100 BURTON ST SE,GRAND RAPIDS,"49503
KENT",View,,,
P0648,FOUNDERS BREWING COMPANY,235 GRANDVILLE AVENUE SW,GRAND RAPIDS,"49503
KENT",View,View,,
U411905832 GONZALEZ UNIVERSAL PALLETS LLC,,955 GODFREY AVENUE SW,GRAND RAPIDS,"49503
KENT",View,,,
U411801309 GR BAKING COMPANY,,900 DIVISION AVE S,GRAND RAPIDS,"49503
KENT",View,,,
U411500843 GR SPRING AND STAMPING,,706 BOND STREET,GRAND RAPIDS,"49503
KENT",View,,,
N7483,GRAND RAPIDS CHAIR COMPANY,625 CHESTNUT SW,GRAND RAPIDS,"49503
KENT",,View,,
B1729,GRAND RAPIDS WASTEWATER TREATMENT PLANT,1300 MARKET AVE SW,GRAND RAPIDS,"49503
KENT",View,View,,
P0427,GRAND VALLEY REGIONAL BIOSOLIDS,1300 MARKET AVENUE SW,GRAND RAPIDS,"49503
KENT",View,,,
A2464,HICKORY HARDWARE,955  GODFREY AVE. SW,GRAND RAPIDS,"49503
KENT",,View,,
E5094,"HUTCHINSON ANTIVIBRATION SYSTEMS, INC.",460  FULLER AVE. NE,GRAND RAPIDS,"49503
KENT","View
View",,,
U411902600,IMPERIAL METAL PRODUCTS COMPANY,835 HALL STREET S.W.,GRAND RAPIDS,"49503
KENT",View,,,
N1604,KENT COUNTY WASTE TO ENERGY FACILITY,950  MARKET AVE SW,GRAND RAPIDS,"49503
KENT","View
View",,,
N8012,"MICHIGAN BELL TELEPHONE COMPANY, DBA AT&T MICHIGAN",114 DIVISION AVE,GRAND RAPIDS,"49503
KENT",View,View,,
N0758,MICHIGAN PAVING & MATERIALS CO.,1100 MARKET SW,GRAND RAPIDS,"49503
KENT",View,View,,
U41141914,"MICHIGAN TURKEY PRODUCERS CO-OP, INCORPORATED","1100 HALL STREET, SW",GRAND RAPIDS,"49503
KENT",View,,,
B7171,MIDWEST PLATING PLANT 1,613 NORTH AVE NE,GRAND RAPIDS,"49503
KENT",View,,,
N7916,MTI RETREADING CO,530 BALL AVE NE,GRAND RAPIDS,"49503
KENT",View,View,,
U411512555 OAKWOOD MANOR APT.,,547 CHERRY,GRAND RAPIDS,"49503
KENT",View,,,
B6138,PLASTIC PLATE INC,1648 MONROE AVENUE NW,GRAND RAPIDS,"49503
KENT",View,View,,
B4538,"PSG GRAND RAPIDS (PREVIOUSLY BLACKMER, A DOVER CO)",1809 CENTURY AVE SW,GRAND RAPIDS,"49503
KENT",View,,,
U411607863 RESIDENCE,,514 LAFAYETTE NE,GRAND RAPIDS,"49503
KENT",View,,,
U411608126 RESIDENCE,,"531 PROSPECT AVE., NE",GRAND RAPIDS,"49503
KENT",View,,,
U411608127 RESIDENCE,,"535 PROSPECT AVE., NE",GRAND RAPIDS,"49503
KENT",View,,,
U411611320 RESIDENCE,,458 SECOND ST,GRAND RAPIDS,"49503
KENT",View,,,
U411611322 RESIDENCE,,450 SECOND ST,GRAND RAPIDS,"49503
KENT",View,,,
N6218,"SPECTRUM DECORATIVE FINISHES, INC.",13 MCCONNELL STREET SW,GRAND RAPIDS,"49503
KENT",View,,,
M2032,SPECTRUM HEALTH-BUTTERWORTH CAMPUS,100 MICHIGAN ST NE,GRAND RAPIDS,"49503
KENT",View,View,,
B3007,"THIERICA, INC.","900  CLANCY AVE., NE",GRAND RAPIDS,"49503
KENT",View,View,,
P0010,VAN ANDEL INSTITUTE,333 BOSTWICK AVE NE,GRAND RAPIDS,"49503
KENT",,View,,
P0323,VANDERKOLK PAINTING,225 GRAHAM ST SW,GRAND RAPIDS,"49503
KENT",View,,,
B2838,"VICINITY ENERGY GRAND RAPIDS, LLC",156 W FULTON AVE,GRAND RAPIDS,"49503
KENT","View
View",,,
N7254,"WDS VENTURES, LLC",415 SOUTH DIVISION,GRAND RAPIDS,"49503
KENT",,View,,
N5952,BAGLEY PROCESSING CO,NE4 NW4 T30N R3W SEC 17,BAGLEY TWP,"49504
OTSEGO",View,,,
"U411901354 ACCUFORM INDUSTRIES, INC.",,1701 BROADWAY AVENUE NW,GRAND RAPIDS,"49504
KENT",View,,,
B1713,AMERICAN SEATING COMPANY,"401  AMERICAN SEATING CENTER, NW",GRAND RAPIDS,"49504
KENT",View,,,
